location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2013 CF$,cost_2013,$/CY,CY/Foot,Other Funding Info,Source/Comment
Gulf County: St. Joseph Peninsula,FL,2009,29.827335,-85.416867,Federal,Federal,Shore Protection,"39,600.00","3,607,246.00","21,648,407.00",0.901,"24,027,088.79",http://www.mansonconstruction.com/port-st-joeseph-peninsula-erosion,,,
Gulf Shores,AL,2001,30.244832,-87.698708,Local,Local,Shore Protection,"16,000.00","1,800,000.00","6,000,000.00",0.746,"8,042,895.44",http://www.weartv.com/news/Stories/may/0503/0503sands2.html,,,
Gulf Shores,AL,2003,30.244832,-87.698708,Federal,Federal,Emergency,"17,424.00","700,000.00","2,400,000.00",0.775,"3,096,774.19",,,,
Gulf Shores/Orange Beach/Gulf State Park,AL,2005,30.251653,-87.654691,Federal,Federal,Emergency,"77,000.00","7,900,000.00","30,900,000.00",0.820,"37,682,926.83",,,,
Gulf Shores/Orange Beach/Gulf State Park,AL,2013,30.251653,-87.654691,Federal,Federal,Emergency,"77,000.00","2,200,000.00","16,000,000.00",0.978,"16,359,918.20",,,,
Gulfport,MS,1999,30.36784,-89.083543,Unknown,Unknown,Unknown,0.00,0.00,0.00,0.699,0.00,,,,
Harrison County,MS,2001,30.385167,-89.012775,Federal,Federal,Shore Protection,"123,031.00","1,200,000.00","6,000,000.00",0.746,"8,042,895.44",,,,
Harrison County,MS,2007,30.385167,-89.012775,Local,Local,Shore Protection,"141,000.00","1,100,000.00","6,000,000.00",0.871,"6,888,633.75",,,,
Hatteras Island,NC,1992,35.19562,-75.728931,Federal,Federal,Navigation,181.00,"18,147.00","184,840.00",0.588,"314,353.74",,,,
Hatteras Island,NC,2003,35.218768,-75.662627,Federal,Federal,Emergency,"1,500.00","442,600.00","6,200,000.00",0.775,"8,000,000.00",,,,
Hempstead Beach,NY,1990,40.831541,-73.657837,Federal,Federal,Navigation,"3,000.00","353,000.00","2,403,000.00",0.571,"4,208,406.30",,,,
Hempstead Beach,NY,1994,40.831541,-73.657837,Federal,Federal,Navigation,"3,000.00","560,000.00","3,771,000.00",0.621,"6,072,463.77",,,,
Hempstead Beach,NY,1995,40.831541,-73.657837,Federal,Federal,Navigation,"3,000.00","459,000.00","2,915,000.00",0.641,"4,547,581.90",,,,
Hilton Head,SC,1999,32.132304,-80.768738,Local,Local,Unknown,"4,224.00","245,000.00","1,200,000.00",0.699,"1,716,738.20",,,,
Hilton Head,SC,1990,32.236644,-80.677092,Local,Local,Unknown,"34,848.00","2,338,000.00","9,700,000.00",0.571,"16,987,740.81",,,,
Hilton Head,SC,1997,32.236644,-80.677092,Local,Local,Unknown,"43,500.00","3,383,000.00","11,000,000.00",0.676,"16,272,189.35",,,,
Hilton Head,SC,2007,32.236644,-80.677092,Local,Local,Unknown,"45,500.00","2,700,000.00","19,000,000.00",0.871,"21,814,006.89",,,,
Hilton Head,SC,2012,32.236644,-80.677092,Local,Local,Shore Protection,"5,280.00","1,134,000.00","9,800,000.00",0.964,"10,165,975.10",,,,
Holden Beach,NC,2002,33.908890,-78.310204,Federal,Federal,Navigation,"10,500.00","501,400.00","5,808,000.00",0.758,"7,662,269.13",http://www.fws.gov/nc-es/pubs/fwca/wilmington/App_D_sand.pdf,,,
Holden Beach,NC,2003,33.908890,-78.310204,Local,Local,Shore Protection,"8,500.00","30,000.00",0.00,0.775,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2004,33.908890,-78.310204,Local,Local,Shore Protection,"4,500.00","123,000.00",0.00,0.793,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2004,33.908890,-78.310204,Federal,Federal,Navigation,"2,500.00","113,230.00",0.00,0.793,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2006,33.908890,-78.310204,Federal,Federal,Navigation,"2,500.00","65,000.00",0.00,0.847,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2009,33.908890,-78.310204,Local,Local,Emergency,"10,000.00","192,000.00",0.00,0.901,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2009,33.908890,-78.310204,Federal,Federal,Navigation,"2,000.00","100,000.00",0.00,0.901,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2010,33.908890,-78.310204,Federal,Federal,Navigation,"3,500.00","140,000.00",0.00,0.916,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2011,33.908890,-78.310204,Federal,Federal,Navigation,"2,000.00","32,000.00",0.00,0.964,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2012,33.908890,-78.310204,Federal,Federal,Navigation,"1,000.00","25,000.00",0.00,0.964,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2014,33.908890,-78.310204,Local,Local,Navigation,"2,300.00","95,000.00",0.00,0.994,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2014,33.908890,-78.310204,Federal,Federal,Navigation,"3,200.00","93,000.00",0.00,0.994,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach,NC,2017,33.908890,-78.310204,Local,Local,Shore Protection,"21,120.00","1,300,000.00","15,000,000.00",1.000,"15,000,000.00",http://www.starnewsonline.com/photogallery/NC/20170120/NEWS/119009995/PH/1?start=2,http://www.holden-beach.com/blog/holden-beach-implements-beach-renourishment-project,between 240 Ocean Blvd. East and 781 Ocean Boulevard West,
Holden Beach    ,NC,1998,33.908890,-78.310204,Federal,Federal,Shore Protection,"3,600.00",0.00,"1,345,746.00",0.685,"1,964,592.70",,,,
Holden Beach    ,NC,2002,33.908890,-78.310204,Local,Local,Unknown,"8,600.00","141,700.00",0.00,0.758,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach    ,NC,2002,33.908890,-78.310204,Federal,Federal,Navigation,"1,000.00","32,000.00",0.00,0.758,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach    ,NC,2006,33.908890,-78.310204,Local,Local,Unknown,"3,000.00","45,500.00",0.00,0.847,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holden Beach    ,NC,2008,33.908890,-78.310204,Local,Local,Shore Protection,"6,000.00","201,000.00",0.00,0.904,0.00,"Shore & Beach Vol 83, No. 3 Summer 2015",,,
Holly Beach,LA,2003,29.763781,-93.534164,Federal,Federal,Unknown,"27,456.00","1,700,000.00","12,400,000.00",0.775,"16,000,000.00",,,,
"Hueneme Beach Park, Port Hueneme, Ventura County",CA,1999,34.141859,-119.197197,Unknown,Unknown,Shore Protection,0.00,"6,900,000.00",0.00,0.699,0.00,,,,
"Hueneme Beach Park, Port Hueneme, Ventura County",CA,2000,34.141859,-119.197197,Unknown,Unknown,Unknown,0.00,"630,000.00",0.00,0.725,0.00,,,,
Hunting Island,SC,1991,32.362554,-80.441927,State,State,Unknown,"7,920.00","757,644.00","2,876,250.00",0.571,"5,037,215.41",,,,
Hunting Island,SC,2003,32.362554,-80.441927,State,State,Unknown,"2,640.00","230,181.00","2,480,250.00",0.775,"3,200,322.58",,,,
Hunting Island,SC,2005,32.362554,-80.441927,State,State,Unknown,"2,484.00","87,092.00","1,666,326.00",0.820,"2,032,104.88",,,,
Hunting Island,SC,2006,32.362554,-80.441927,State,State,Unknown,"7,985.00","644,222.00","4,500,000.00",0.847,"5,312,868.95",,,,
"Imperial Beach, San Diego County",CA,1994,32.582186,-117.13269,Federal,Federal,Navigation,0.00,"240,000.00",0.00,0.621,0.00,,,,
"Imperial Beach, San Diego County",CA,1994,32.582186,-117.13269,Federal,Federal,Navigation,0.00,"51,000.00",0.00,0.621,0.00,,,,
"Imperial Beach, San Diego County",CA,2001,32.582186,-117.13269,Federal,Federal,Shore Protection,"2,300.00","120,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/projectid/projectid_101_16641.pdf,,,
Indian Beach/Salter Path,NC,2002,34.686551,-76.895218,Local,Local,Shore Protection,"15,840.00","456,994.00","1,890,000.00",0.758,"2,493,403.69",http://www.carteretcountync.gov/DocumentCenter/View/2801,,,
Indian Beach/Salter Path,NC,2004,34.686551,-76.895218,Federal,Federal,Navigation,"13,376.00","699,282.00","4,692,249.00",0.793,"5,917,085.75",http://www.carteretcountync.gov/DocumentCenter/View/2806,,,
Indian Beach/Salter Path,NC,2007,34.686551,-76.895218,Federal,Federal,Emergency,"13,389.00","319,113.00","3,893,193.56",0.871,"4,469,797.43",http://www.carteretcountync.gov/DocumentCenter/View/2814,,,
Indian River County: Ambersand Beach,FL,2003,27.835129,-80.43417,State,State,Unknown,"13,200.00","589,350.00",0.00,0.775,0.00,,,,
Indian River County: Ambersand Beach,FL,2007,27.835129,-80.43417,State,State,Emergency,0.00,"536,000.00",0.00,0.871,0.00,,,,
Indian River County: Ambersand Beach,FL,2007,27.835129,-80.43417,State,State,Emergency,0.00,"243,000.00",0.00,0.871,0.00,,,,
Indian River County: Ambersand Beach,FL,2010,27.835129,-80.43417,State,State,Unknown,0.00,"267,182.00","4,184,070.00",0.916,"4,567,762.01",,,,
Indian River County: Vero Beach,FL,2006,27.620501,-80.345936,State,State,Unknown,0.00,0.00,"290,000.00",0.847,"342,384.89",,,,
Indian River County: Wabasso Beach,FL,2006,27.765061,-80.397424,State,State,Unknown,0.00,0.00,"460,000.00",0.847,"543,093.27",,,,
Indianola Beach (Calhoun County),TX,2001,28.512133,-96.486944,State,State,Shore Protection,0.00,0.00,"125,471.00",0.746,"168,191.69",,,,
Indianola Beach (Calhoun County),TX,2003,28.512133,-96.486944,State,State,Shore Protection,"3,000.00",0.00,"2,250,096.00",0.775,"2,903,349.68",,,,
Isla Blanca Park,TX,2005,26.073552,-97.156692,Federal,Federal,Shore Protection,0.00,0.00,"520,000.00",0.820,"634,146.34",,,,
Isle of Palms,SC,2008,32.797556,-79.753962,Local,Local,Unknown,"10,200.00","933,895.00","10,600,000.00",0.904,"11,725,663.72",,,,
Isles Dernieres Restoration Trinity and East Islands (TE-20 and 24),LA,1999,29.04696,-90.812495,Federal,Federal,Ecosystem Restoration,"39,600.00",,"19,460,000.00",0.699,"27,839,771.10",http://lacoast.gov/reports/gpfs/TE-20.pdf,,,
Jones Beach,NY,1990,40.592448,-73.51244,Federal,Federal,Navigation,"1,000.00","388,000.00","1,644,068.00",0.571,"2,879,278.46",,,,
Keansburg,NJ,1995,40.449103,-74.121923,State,State,Unknown,0.00,"18,000.00",0.00,0.641,0.00,,,,
Keansburg,NJ,1997,40.449103,-74.121923,State,State,Navigation,0.00,"75,000.00",0.00,0.676,0.00,,,,
Keansburg,NJ,2003,40.449103,-74.121923,State,State,Navigation,0.00,"30,000.00","255,193.00",0.775,"329,281.29",http://www.state.nj.us/transportation/airwater/maritime/documents/Raritanbayshoredmmp.pdf,,,
Keansburg,NJ,2014,40.449103,-74.121923,Federal,Federal,Emergency,,"875,000.00","36,900,000.00",0.994,"37,122,736.42",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=cd5137655f2ccf1a5fa10d745ffc137e&_cview=0,,,
Kiawah Island,SC,2006,32.601693,-80.083047,State,State,Unknown,0.00,"550,000.00","3,600,000.00",0.847,"4,250,295.16",,,,
Kitts Hummock Beach,DE,1996,39.101242,-75.400844,State,State,Unknown,0.00,"32,580.00",0.00,0.658,0.00,,,,
Kitts Hummock Beach,DE,2008,39.101242,-75.400844,State,State,Unknown,"1,400.00","15,000.00",0.00,0.904,0.00,,,,
Kure Beach,NC,1998,33.995750,-77.906199,Federal,Federal,Shore Protection,"18,005.00",0.00,"14,550,000.00",0.685,"21,240,875.91",,,,
Kure Beach,NC,2001,33.995750,-77.906199,Federal,Federal,Shore Protection,"18,000.00","1,200,000.00","4,500,000.00",0.746,"6,032,171.58",,,,
Kure Beach,NC,2004,33.995750,-77.906199,Federal,Federal,Shore Protection,"6,000.00","190,000.00","2,380,000.00",0.793,"3,001,261.03",,,,
Kure Beach,NC,2007,33.995750,-77.906199,Federal,Federal,Shore Protection,"4,224.00","262,790.00","3,100,000.00",0.871,"3,559,127.44",,,,
Kure Beach,NC,2010,33.995750,-77.906199,Federal,Federal,Shore Protection,0.00,"450,000.00","4,694,483.00",0.916,"5,124,981.44",,,,
Kure Beach,NC,2013,33.995750,-77.906199,Federal,Federal,Shore Protection,"18,005.00","432,000.00","5,717,216.00",0.978,"5,845,824.13",,,,
Kure Beach,NC,2016,33.995750,-77.906199,Federal,Federal,Shore Protection,"4,424.00","655,000.00","7,300,000.00",1.000,"7,300,000.00",http://www.starnewsonline.com/article/20160317/NEWS/160319669/1015/news0101?p=all&tc=pgall&tc=ar,,,
Laurence Harbor,NJ,1993,40.458507,-74.24552,State,State,Unknown,0.00,"39,000.00",0.00,0.606,0.00,,,,
Lee County: Bonita Beach,FL,1995,26.331884,-81.846428,State,State,Unknown,"4,118.00","217,000.00","1,100,000.00",0.641,"1,716,068.64",,,,
Lee County: Bonita Beach,FL,2004,26.331884,-81.846428,State,State,Unknown,0.00,"127,290.00",0.00,0.793,0.00,,,,
Lee County: Bonita Beach,FL,2004,26.331884,-81.846428,State,State,Unknown,"3,900.00","144,000.00","2,000,000.00",0.793,"2,522,068.10",,,,
Lee County: Bonita Beach/Lovers Key,FL,2014,26.331884,-81.846428,State,State,Shore Protection,"9,800.00","461,000.00","5,200,000.00",0.994,"5,231,388.33",http://www.naplesnews.com/tablet-showcase/beaches-and-outdoors/lovers-key-bonita-beach-renourishment-projects,,,
Lee County: Captiva Island,FL,1996,26.527581,-82.194493,Federal,Federal,Unknown,"25,344.00","817,300.00","5,164,900.00",0.658,"7,849,392.10",,,,
Lee County: Captiva Island,FL,2002,26.527581,-82.194493,State,State,Unknown,"25,344.00","817,300.00",0.00,0.758,0.00,,,,
Lee County: Fort Myers Beach,FL,2004,26.4495,-81.948352,State,State,Unknown,"6,000.00","587,746.00",0.00,0.793,0.00,,,,
Lee County: Fort Myers Beach,FL,2011,26.4495,-81.948352,State,State,Unknown,"5,280.00","315,000.00","4,000,000.00",0.964,"4,149,377.59",,,,
Lee County: Gasparilla Island,FL,1993,26.772966,-82.267288,Federal,Federal,Navigation,"10,400.00",0.00,"2,500,000.00",0.606,"4,125,412.54",,,,
Lee County: Gasparilla Island,FL,2006,26.772966,-82.267288,State,State,Unknown,0.00,0.00,"160,000.00",0.847,"188,902.01",,,,
Lee County: Gasparilla Island,FL,2013,26.772966,-82.267288,Federal,Federal,Emergency,"14,784.00",,"7,400,038.00",0.978,"7,566,501.02",https://www.fbo.gov/index?s=opportunity&mode=form&id=8827f07ee2fd8a817de7fb48944187be&tab=core&_cview=1,,,
Lee County: Sanibel,FL,1995,26.44897,-82.022314,State,State,Unknown,"3,907.00","237,100.00",0.00,0.641,0.00,,,,
Lee County: South of Matanzas,FL,2000,29.710569,-81.233854,Federal,Federal,Navigation,"8,000.00","765,000.00","4,276,350.00",0.725,"5,898,413.79",,,,
Lee County: South Seas Plantation,FL,1995,26.54667,-82.19887,Local,Local,Unknown,"25,480.00",0.00,0.00,0.641,0.00,,,,
Leucadia,CA,2001,33.068079,-117.307008,Federal,Federal,Shore Protection,"2,700.00","132,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
Lewes Beach,DE,1998,38.785519,-75.147815,State,State,Navigation,"1,000.00","80,898.00",0.00,0.685,0.00,,,,
Lewes Beach,DE,2004,38.785519,-75.147815,Federal,Federal,Unknown,"1,400.00",0.00,"5,567,000.00",0.793,"7,020,176.54",,,,
Lewes Beach,DE,2012,38.785519,-75.147815,Federal,Federal,Shore Protection,"1,500.00","111,757.00","3,346,056.00",0.964,"3,471,012.45",,,,
"Lincoln Park, King County",WA,1994,47.53156,-122.400248,Federal,Federal,Shore Protection,"2,500.00","1,750.00","1,316,626.00",0.621,"2,120,170.69",,,,
Long Beach,MA,1999,42.628481,-70.618937,Local,Local,Unknown,0.00,0.00,0.00,0.699,0.00,,,,
Long Beach Island: Beach Haven,NJ,2010,39.557398,-74.239254,State,State,Unknown,390.00,"2,000.00","471,999.50",0.916,"515,283.30",,,,
Long Beach Island: Brant Beach,NJ,2012,39.620367,-74.194772,Federal,Federal,Shore Protection,"5,400.00","1,250,000.00","16,700,000.00",0.964,"17,323,651.45",http://www.app.com/article/20120314/NJNEWS/303140072/Beach-replenishment-gets-project-under-way?odyssey=mod|newswell|text||s,,,
Long Beach Island: Brant Beach,NJ,2014,39.620367,-74.194772,Federal,Federal,Emergency,"5,400.00","1,060,000.00","10,894,006.00",0.994,"10,959,764.59",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=cd5137655f2ccf1a5fa10d745ffc137e&_cview=0,,,
Long Beach Island: Harvey Cedars,NJ,1990,39.705998,-74.132245,Unknown,Unknown,Unknown,0.00,"27,300.00","491,071.00",0.571,"860,019.26",,,,
Long Beach Island: Harvey Cedars,NJ,1992,39.705998,-74.132245,State,State,Unknown,0.00,"110,000.00","3,700,000.00",0.588,"6,292,517.01",,,,
Long Beach Island: Harvey Cedars,NJ,1994,39.705998,-74.132245,State,State,Unknown,0.00,"660,000.00","3,700,000.00",0.621,"5,958,132.05",,,,
Long Beach Island: Harvey Cedars,NJ,1995,39.705998,-74.132245,State,State,Emergency,0.00,"525,000.00",0.00,0.641,0.00,,,,
Long Beach Island: Harvey Cedars,NJ,2005,39.705998,-74.132245,State,State,Emergency,800.00,"16,000.00",0.00,0.820,0.00,,,,
Long Beach Island: Harvey Cedars,NJ,2010,39.705998,-74.132245,Federal,Federal,Shore Protection,"9,700.00","3,000,000.00","25,000,000.00",0.916,"27,292,576.42",,,,
Long Beach Island: Harvey Cedars,NJ,2014,39.705998,-74.132245,Federal,Federal,Emergency,"10,400.00","1,515,000.00","14,340,046.00",0.994,"14,426,605.63",http://www.nap.usace.army.mil/Portals/39/docs/Contracting/13-B-0010%20Abstract.pdf,,,
"Long Beach Island: Long Beach, Ship Bottom, Beach Haven, Surf City and Harvey Cedars",NJ,2016,39.705998,-74.132245,Federal,Federal,Emergency,"67,056.00","8,200,000.00","128,169,974.00",1.000,"128,169,974.00",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=e4e92434f9ab63e9c71801a412247623&_cview=0,http://www.nap.usace.army.mil/Portals/39/docs/Contracting/REVISED_W912BU-14-B-0003_Abstract.pdf,http://www.app.com/story/news/local/southern-ocean-county/ship-bottom/2015/05/07/lbi-beach-replenishment-goes-ahead-despite-easements-holdouts/70979286/,
Long Beach Island: Loveladies,NJ,1992,39.723635,-74.124964,Federal,Federal,Shore Protection,0.00,"183,000.00",0.00,0.588,0.00,,,,
Long Beach Island: Surf City,NJ,2007,39.625788,-74.194107,Federal,Federal,Shore Protection,"8,100.00","880,000.00","71,000,000.00",0.871,"81,515,499.43",,,,
Long Beach Island: Surf City,NJ,2011,39.625788,-74.194107,Federal,Federal,Emergency,"3,500.00","300,000.00","6,048,000.00",0.964,"6,273,858.92",,,,
Long Beach Island: Surf City,NJ,2014,39.625788,-74.194107,Federal,Federal,Emergency,,"415,000.00","5,350,858.00",0.994,"5,383,156.94",http://www.nap.usace.army.mil/Portals/39/docs/Contracting/13-B-0010%20Abstract.pdf,,,
"Long Beach, Los Angeles County",CA,1994,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","60,000.00",0.00,0.621,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1995,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","100,000.00",0.00,0.641,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1996,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","60,000.00",0.00,0.658,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1997,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","100,000.00",0.00,0.676,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1998,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","60,000.00",0.00,0.685,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1999,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","100,000.00",0.00,0.699,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,2000,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","60,000.00",0.00,0.725,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,2001,33.761239,-118.158517,Local,Local,Shore Protection,"2,500.00","100,000.00",0.00,0.746,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Branch, Monmouth to Lake Takanasee in south Long Branch",NJ,2014,40.303225,-73.978014,Federal,Federal,Shore Protection,"17,424.00","3,500,000.00","32,307,692.00",0.994,"32,502,708.25",,,,
Lower Cape May Meadows – Cape May Point,NJ,2005,38.931038,-74.9581,Federal,Federal,Shore Protection,675.00,"1,406,000.00",0.00,0.820,0.00,,,,
Lower Cape May Meadows – Cape May Point,NJ,2009,38.931038,-74.9581,Federal,Federal,Shore Protection,"7,000.00","375,000.00","9,400,000.00",0.901,"10,432,852.39",http://www.uscg.mil/hq/capemay/docs/CG%20Adoption%20of%20ACOE%20EA.pdf,,,
Lower Cape May Meadows – Cape May Point,NJ,2011,38.931038,-74.9581,Federal,Federal,Shore Protection,"7,000.00","300,000.00","9,400,000.00",0.964,"9,751,037.34",,,,
Lower Cape May Meadows – Cape May Point,NJ,2013,38.931038,-74.9581,Federal,Federal,Shore Protection,"7,000.00","300,000.00","7,497,000.00",0.978,"7,665,644.17",http://www.nap.usace.army.mil/Missions/Factsheets/FactSheetArticleView/tabid/4694/Article/6449/new-jersey-shore-protection-lower-cape-may-meadows-cape-may-point-nj.aspx,,,
